file_name,start_time,end_time,turn_name,text,emotion
Ses04M_script02_2_,18.59,25.91,F003, It's PR.  Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.,xxx
Ses04M_script02_2_,25.26,28.35,M003, I'm not the only one.  Look at these people.,xxx
Ses04M_script02_2_,27.91,41.01,F004, surprisee.  They're all told the same story.  It's what keeps us coming back for more; keeps us excited; keeps us thinking that life is going to start any minute now if we could just find the right spot; get in on the action.,xxx
Ses04M_script02_2_,40.09,42.33,M004, Are we talking about the same thing?,xxx
Ses04M_script02_2_,41.95,45.11,F005," Well, I'm sorry, but it's still just fish to me.",xxx
Ses04M_script02_2_,45.123,52.14,M005," Carla, can I ask you something?  Don't take this the wrong way, but are you having your period?",Frustration
Ses04M_script02_2_,51.7,58.18,F006," Goddamn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",anger
Ses04M_script02_2_,57.53,59.26,M006, Well what's bugging you?,anger
Ses04M_script02_2_,58.76,63.1633,F007, We just have different ideas about what this evening is supposed to look like.,anger
Ses04M_script02_2_,62.61,72.26,M007," There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go ooh, ah, look at the fish.  They go home.  We go home.",anger
Ses04M_script02_2_,71.9,74.91,F008," For heaven's sake, we are not going to see the grunions.",xxx
Ses04M_script02_2_,74.44,75.6,M008, Why not?,xxx
Ses04M_script02_2_,75.29,78.7091,F009," We never do, do we?  Have we ever?",anger
Ses04M_script02_2_,78.2637,81.36,M009, We've missed them twice.,xxx
Ses04M_script02_2_,81.8272,84.12,M010, That's not ever.,xxx
Ses04M_script02_2_,83.64,87.29,F010, Twice is every time we've tried.  That's ever.,Frustration
Ses04M_script02_2_,86.69,88.72,M011, We'll see them this year.,Frustration
Ses04M_script02_2_,87.97,102.941,F011," No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.  I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",xxx
Ses04M_script02_2_,102.45,104.73,M012, I thought you wanted to see them.,xxx
Ses04M_script02_2_,104.12,106.43,F012, You don't have any idea what I'm saying.,Frustration
Ses04M_script02_2_,105.8,107.46,M013," No, of course, not.",Frustration
Ses04M_script02_2_,107.02,114.81,F013," I did want to see it.  I always do.  I keep thinking this time will be the time, but it never is.",anger
Ses04M_script02_2_,113.97,117.95,M014, It's just fish; nothing to get traumatized over.,Frustration
Ses04M_script02_2_,117.12,119.65,F014," For heaven's sake, this is not about fish.",xxx
Ses04M_script02_2_,119.17,124.55,M015," I've been trying to work this backwards, but I can't seem to pinpoint the moment when we took a turn for the worse.",Frustration
Ses04M_script02_2_,124.63,137.22,M016," You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",Frustration
Ses04M_script02_2_,137.2423,141.2,M017," Uh,okay.  So I'm putting on my jacket; putting out the animals;",Frustration
Ses04M_script02_2_,143.49,146.23,F015, Do you remember the first time we came to see it?,xxx
Ses04M_script02_2_,141.2,144.8084,M018," uh, taking the car out of the gara- out of the garage.",Frustration
Ses04M_script02_2_,145.47,147.1286,M019, Uh.,Frustration
Ses04M_script02_2_,146.8614,161.1154,F016," It was about four years ago, right after we got married.  We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes and you popped the cork.",sad
Ses04M_script02_2_,161.16,178.8884,F017," And while we were dancing, you said the softest, most intimate things to me, right into my ear so that I could feel them as much as hear them.  And I remember thinking this is it.  At last, at last I'm as happypy as I'm supposed to be.",xxx
Ses04M_script02_2_,178.443,180.8,M020," Wait a minute, I've got it.",neutral
Ses04M_script02_2_,179.82,184.02,F018, Dancing barefoot in the sand; drinking champagne from the bottle.,sad
Ses04M_script02_2_,183.18,196.18,M021," It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",neutral
Ses04M_script02_2_,195.62,200.95,F019, I'd rather not remember some things.  I'd rather not hope for some things.,sad
Ses04M_script02_2_,200.02,206.64,M022, surprisee.  Okay.  Alright.  I've got it.  Listen do you want to dance?,xxx
Ses04M_script02_2_,206.06,208.26,F020, No.,sad
Ses04M_script02_2_,207.49,210.64,M023, You want to get some champagne?,xxx
Ses04M_script02_2_,210.05,212.3855,F021, No.,sad
Ses04M_script02_2_,212.38,215.31,M024," What, you want me to breathe in your ear?",Frustration
Ses04M_script02_2_,214.98,216.5281,F022, No.,Frustration
Ses04M_script02_2_,215.82,218.06,M025, You want to get married again?,Frustration
Ses04M_script02_2_,217.4,218.63,F023, No.,Frustration
Ses04M_script02_2_,218.23,220.03,M026," What, you want a divorce?",Frustration
Ses04M_script02_2_,219.34,220.7152,F024, No.,Frustration
Ses04M_script02_2_,220.35,221.87,M027, A vacation?,Frustration
Ses04M_script02_2_,221.47,222.86,F025, No.,anger
Ses04M_script02_2_,222.38,230.77,M028," A new carpet?  A poodle?  An ice cream?  A back rub?  A suicide pact?  What?  What, Carla?  What the hell do you want?",xxx
Ses04M_script02_2_,230.01,233.08,F026, I want something to turn out the way it's supposed to.,anger
Ses04M_script02_2_,232.19,243.7403,M029," Well welcome to the human race.  You think this is what I had in mind?  You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish?  No.",anger
Ses04M_script02_2_,243.76,252.39,M030," No, I'm just like you.  I thought it was going to be all peaches and roses and wind in our hair and sand in our toes and the fish will always come and the bills will always pay themselves.",xxx
Ses04M_script02_2_,252.41,260.35,M031," And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla?  You know what you get?  This.",anger
Ses04M_script02_2_,259.96,263.42,F027, This what?  What is this?  This isn't even anything.,anger
Ses04M_script02_2_,262.62,264.26,M032," Yes, it is.",Frustration
Ses04M_script02_2_,263.45,267.82,F028," Oh, right, surprisee.  This is standing on the beach.   This is waiting.  This is fighting.",anger
Ses04M_script02_2_,267.31,268.58,M033, Right.,Frustration
Ses04M_script02_2_,268.08,271.73,F029, But this isn't anything like I thought anything would be like.,anger
Ses04M_script02_2_,271,272.95,M034," No, I know, me neither.",anger
Ses04M_script02_2_,272.16,282.25,F030," This is just this.  I mean, it includes a lot and everything, but it's just not, you know, something else.  Do you have any idea what I'm trying to say?",xxx
Ses04M_script02_2_,281.44,283.72,M035, I'm doing the best I can.,Frustration
Ses04M_script02_2_,283.28,296.77,F031," I know you are, Augie.  Really, I do.  I know you meant for this to be special and nice and it's the full moon and the sand and everything.  But I just couldn't help thinking about being somewhere else.",Frustration
Ses04M_script02_2_,296.3508,299.06,M036," Maybe if you were with somebody else, too, huh?",xxx
Ses04M_script02_2_,298.74,300.4934,F032, I didn't say that.,sad
Ses04M_script02_2_,300.1816,304.146,M037," No, I know.  But still.  I know I don't make you happypy.",sad
Ses04M_script02_2_,303.5669,309.04,F033," For heaven's sake, whatever I'm doing, I'd rather be doing it with you.",xxx
Ses04M_script02_2_,308.3331,310.3,M038, Yeah?,surprise
Ses04M_script02_2_,309.8476,320.6718,F034, Well don't be ridiculous.  Don't you know that?  You're the one who probably wishes you were with somebody else; somebody who knew how to enjoy herself and didn't take everything so hard.,xxx
Ses04M_script02_2_,320.0036,324.83,M039," Actually, now that you mention it, no.  I don't.",happy
Ses04M_script02_2_,324.29,329.99,F035," Okay, fine.  So we're in the wrong spot, but we're with the right person.",happy
Ses04M_script02_2_,329.51,336.3,M040," I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.",happy
Ses04M_script02_2_,335.7722,346.1,F036," Yeah, I noticed that.  Looks pretty on the water, doesn't it?  Big ol' white moon.  I'm sorry, Augie.",happy
Ses04M_script02_2_,346.66,353.3225,M041," Shh.  If we're very quiet, the fish might come.",happy
Ses04M_script02_2_,352.9662,354.3916,F037, Or not.,xxx
Ses04M_script02_2_,354.1688,355.6388,M042, Or not.,xxx
Ses02F_impro01,F000,5.3661,9.615,"Hi. exciteduse me.  Um, I'd like to put in this application for my registration.",neutral
Ses02F_impro01,M000,5.8186,7.253,Hi.,neutral
Ses02F_impro01,M001,9.8327,15.9334,"Okay.  Let me see here.  Um, we need--we need your original birth certificate.",neutral
Ses02F_impro01,F001,16.484,19.7791,My--my original birth certificate?  But I don't carry that with me.,surprise
Ses02F_impro01,M002,20.5395,23.2318,Right.  Well.  We still need it.,neutral
Ses02F_impro01,F002,23.369,26.0214,"Well, I have my driver's license, does that work?",xxx
Ses02F_impro01,M003,25.7699,32.1839,"No. no  Uh, no one told you that you needed your original birth certificate.",xxx
Ses02F_impro01,F003,30.713,32.8369,No it doesn't say it on the form.,Frustration
Ses02F_impro01,F004,32.8981,37.88,"I mean it just says that you need some form of identification, but it doesn't say what kind of identification.",Frustration
Ses02F_impro01,F005,38.0286,40.3056,I mean if I had known--I would have brought it.,Frustration
Ses02F_impro01,M004,38.1175,39.5783,um Sorry.,neutral
Ses02F_impro01,M005,40.4471,45.0994,"Okay.  Um, I'm sorry but I--I can't help you.  You're gonna have to go back and uh...",Frustration
Ses02F_impro01,F006,45.0441,50.0436,"Look, I've been waiting in line for a really long time.  I mean, you've seen how long it is.",Frustration
Ses02F_impro01,F007,50.0639,51.9832,It's lunch hour.,Frustration
Ses02F_impro01,M006,50.0639,51.963,Right.  It's the D.M.V..,Frustration
Ses02F_impro01,M007,51.9832,57.8604,"I know, it gets long, but I can't do anything without your--do you have Social Security card, maybe?",Frustration
Ses02F_impro01,F008,57.5135,66.671,"Well, no.  I mean, I don't carry my original documents with me because if those things get destroyed, then what do you, you know what I mean, like if I loose my wallet or something, I'll never have them again.",Frustration
Ses02F_impro01,F009,66.6912,72.0669,I have my passport and I have my driver's license. And that's all I have.,Frustration
Ses02F_impro01,M008,70.1056,72.0855,"Alright, I don't know what to tell you right.",Frustration
Ses02F_impro01,M009,72.2875,79.2332,"I think you're just gonna--you're gonna have to get 'em and then you can back and then, we'll help you out.  Maybe, we can-",Frustration
Ses02F_impro01,F010,78.1061,87.7428,"But, isn't there anything you can do.  Can't you make an excitedeption this one time?  My picture is on both of those identifications.  It's not like you don't know that it's me.",Frustration
Ses02F_impro01,M010,87.4602,88.6522,I can't.,Frustration
Ses02F_impro01,F011,88.3022,89.9978,And I can give you my social--,Frustration
Ses02F_impro01,M011,88.6926,97.7625,"I make an excitedeption for you and I have to make an excitedeption for everyone.  I mean, I-I've seen this before and I know it's Frustrationstrating, but there's nothing I can do. You just have to-",Frustration
Ses02F_impro01,F012,96.4709,99.7098,"Well, I can give you my Social Security Number.",Frustration
Ses02F_impro01,M012,100.014,101.5823,"No, it's--",Frustration
Ses02F_impro01,F013,99.8449,105.6836,And I can tell you where I was born and what time and by who and what day.,Frustration
Ses02F_impro01,M013,105.0169,111.4287,"Okay.  But how do I--that's- that's not proof to me.  How do I know that, you know, that it's really you.  I need--",Frustration
Ses02F_impro01,F014,111.5773,119.8805,I can't go--I have to go back to work.  I don't have time to go back to my house and get all of that stuff and then get back in line and wait for another forty five minutes.,Frustration
Ses02F_impro01,M014,119.606,125.5354,"Well, the weekends are not as busy.  Maybe you can uh, come and try to get here early--",Frustration
Ses02F_impro01,F015,124.1293,132.0469,"Um, I have kids.  I have to take them places on the weekends.  I don't have time to come back here.  Please.  I really need you to help me.",Frustration
Ses02F_impro01,M015,132.1517,135.6478,I can't.  There's nothing I can do.  I'm sorry.,Frustration
Ses02F_impro01,F016,135.5643,145.6458,Well.  [BREATHING] I just--I just don't.  I-I'm sorry that I'm standing here-- But I can't leave. I-,Frustration
Ses02F_impro01,M016,141.989,143.5245,The line--,xxx
Ses02F_impro01,F017,145.7064,150.8614,"I really need this done today.  As you can see, the deadline is almost up and I can't come back.",Frustration
Ses02F_impro01,M017,150.5061,155.603,"Ok, but you're right now you're holding up more people in line by standing here-- and letting",anger
Ses02F_impro01,F018,154.0504,159.7574,"Well, why didn't the D.M.V. put that you needed your birth certificate on the application then?",anger
Ses02F_impro01,M018,158.9194,164.5611,"I--when you're going to the D.M.V., you usually need pretty professional identification--",Frustration
Ses02F_impro01,M019,164.5945,166.9199,"You know, Official documentation--",anger
Ses02F_impro01,F019,164.674,169.8898,"Yeah, but your birth certificate--I mean, who carries around their birth certificate?  Nobody does that.",anger
Ses02F_impro01,M020,167.9301,173.4579,"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--",Frustration
Ses02F_impro01,F020,171.5438,175.7488,With your driver's license and your passport.  Just like everybody else.,anger
Ses02F_impro01,M021,175.6255,182.0081,"But, without your drive--where-where- what about your identification without your driver's license?  I mean, you need--you needed something before then?",Frustration
Ses02F_impro01,F021,180.6986,190.9121,"Who--you always use your driver's license.  I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway.",anger
Ses02F_impro01,M022,190.982,195.9117,"All right.  Well, um, you know, I'd love to help you, but--nothing I can do.",Frustration
Ses02F_impro01,M023,195.9319,204.2806,"So, if you wanna go get your birth certificate, um, maybe come back--I don't--maybe you can talk to the person in the--in the front of line maybe.  I don't know.",Frustration
Ses02F_impro01,F022,202.8414,205.0638,Do you have a supervisor?,Frustration
Ses02F_impro01,M024,204.7828,208.4711,I am the supervisor.  So--,Frustration
Ses02F_impro01,F023,209.2752,214.5392,"Well, thank you very much.  You've been very helpful.",Frustration
Ses02F_script01_1,F000,7.05,10.52,What's he gonna say?  Maybe we ought to tell him before he sees it.,xxx
Ses02F_script01_1,M000,10.17,11.81,He saw it.,xxx
Ses02F_script01_1,F001,11.55,15.08,"How could he see it?  I was the first one up, he was still in bed.",xxx
Ses02F_script01_1,M001,14.96,16.8,He was out here when it broke.,xxx
Ses02F_script01_1,F002,16.55,18,When?,xxx
Ses02F_script01_1,M002,17.7378,24.94,About four this morning.  I heard it cracking and I woke up and looked out. He was standing right here when it cracked.,xxx
Ses02F_script01_1,F003,24.59,27.79,What was he doing out here at four in the morning?,xxx
Ses02F_script01_1,M003,27.7,33.82,"I don't know.  When it cracked, he ran back in the house and cried in the kitchen.",xxx
Ses02F_script01_1,F004,33.2025,35.1973,Did you talk to him?,sad
Ses02F_script01_1,M004,34.6933,39.45,No.  I thought it was best to leave him alone.,xxx
Ses02F_script01_1,F005,39.1,41.86,He cried hard?,sad
Ses02F_script01_1,M005,41.07,44.3927,I could hear him right through the floor of my room.,xxx
Ses02F_script01_1,F006,44.88,47.19,What was he doing out here at that hour?,sad
Ses02F_script01_1,F007,47.25,51.2394,He's dreaming about him again.  He's walking around at night.,xxx
Ses02F_script01_1,M006,51.33,53.07,I guess he is.,xxx
Ses02F_script01_1,F008,52.76,58.25,He's getting just like after he died.  What is the meaning of that?,xxx
Ses02F_script01_1,M007,58.6,64.59,"I don't know the meaning of it.  But, I know one thing Mom, we made a terrible mistake with Dad.",xxx
Ses02F_script01_1,F009,64.25,65.66,What?,xxx
Ses02F_script01_1,M008,65.82,70.79,"Being dishonest with him.  I mean, that sort of thing always pays off and now it's paying off.",xxx
Ses02F_script01_1,F010,70,71.85,What you mean dishonest?,xxx
Ses02F_script01_1,M009,72.19,78.96,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,xxx
Ses02F_script01_1,F011,78.23,80.27,What do you want to do argue with him?,Frustration
Ses02F_script01_1,M010,79.99,86.28,"No, I don't want to argue with him, but it's about time he realized that nobody believes Larry's alive anymore?",xxx
Ses02F_script01_1,M011,86.35,97.8,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,anger
Ses02F_script01_1,F012,96.48,98.71,You can't say that to him.,Frustration
Ses02F_script01_1,M012,98.22,100.16,We've got to say it to him.,Frustration
Ses02F_script01_1,F013,99.88,102.43,Can you prove it?  How can you prove it?,Frustration
Ses02F_script01_1,M013,102.09,107.18,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",anger
Ses02F_script01_1,F014,106.41,116.22,"To you it is and to me, but not to him.  I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?",Frustration
Ses02F_script01_1,M014,116.1,118.49,"Sit down, Mom.  I want to talk to you.",xxx
Ses02F_script01_1,F015,118.21,126.02,"Trouble is the God damn newspapers.  Every month or so a boy turns up out of nowhere so, you know, the next one is gonna be Larry.",xxx
Ses02F_script01_1,M015,124.86,131.81,All right.  All right.  Listen to me.  You know why I brought Annie here don't you?,Frustration
Ses02F_script01_1,F016,131.63,133.08,Why?,xxx
Ses02F_script01_1,M016,133.06,134.41,You know.,xxx
Ses02F_script01_1,F017,134.54,138.67,"I've got an idea, but what's the story?",sad
Ses02F_script01_1,M017,139.31,141.78,I'm gonna ask her to marry me.,neutral
Ses02F_script01_1,F018,142.52,144.9616,"Well, that's only your business, Chris.",neutral
Ses02F_script01_1,M018,144.93,147.74,You know it's not only my business.,Frustration
Ses02F_script01_1,F019,147.2,150.78,What do you want me to do?  You're old enough to know your own mind.,anger
Ses02F_script01_1,M019,150.84,152.16,So it's all right then?,Frustration
Ses02F_script01_1,M020,152.17,153.81,I'll go ahead with it?,Frustration
Ses02F_script01_1,F020,153.44,157.3,"Well, you want to make surprisee that your father isn't going to--",xxx
Ses02F_script01_1,M021,155.79,158.58,"Well, then it isn't just my business--",anger
Ses02F_script01_1,F021,157.81,159.75,I'm just saying that--,neutral
Ses02F_script01_1,M022,158.83,170.45,"Ah, sometimes you infuriate me.  You know that?  I mean, isn't it your business too if I tell Dad and flips--freaks out about it?  I mean, you have such a talent for ignoring things.",xxx
Ses02F_script01_1,F022,169.52,173.02,I ignore what I gotta ignore.  The girl is Larry's girl.,xxx
Ses02F_script01_1,M023,172.74,174.76,She's not Larry's girl.,anger
Ses02F_script01_1,F023,173.9,179.63,"From your father's point of view, he isn't dead.  And you've no right to take his girl.",Frustration
Ses02F_script01_1,F024,179.66,187.68,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",Frustration
Ses02F_script01_1,M024,187.68,200.6209,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time.",Frustration
Ses02F_script01_1,F025,199.53,202.24,You're a considerate fellow.  There's nothing wrong with that.,neutral
Ses02F_script01_1,M025,201.98,203.36,To hell with that.,anger
Ses02F_script01_1,F026,203.2237,206.3,[BREATHING] Have you asked Annie yet?,neutral
Ses02F_script01_1,M026,206.12,208.47,I wanted to get this settled first.,xxx
Ses02F_script01_1,F027,208.33,212.7334,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",neutral
Ses02F_script01_1,M027,212.7,225.6616,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",sad
Ses02F_script01_1,F028,225.01,227.92,"Trouble is, you don't see enough women.",sad
Ses02F_script01_1,F029,227.95,229.497,You never did.,Frustration
Ses02F_script01_1,M028,229.29,231.46,"So what, I'm not fast with women.",xxx
Ses02F_script01_1,F030,231.1923,234.0509,I just don't see why it has to be Annie.,Frustration
Ses02F_script01_1,M029,234.39,235.97,Because it is.,neutral
Ses02F_script01_1,F031,236.3101,244.83,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years.",Frustration
Ses02F_script01_1,M030,244.35,249.49,"I can't help it.  I know her best.  I mean, I grew up next door to her.",xxx
Ses02F_script01_1,M031,249.54,253.71,"These years when I think of a wife, I think of Annie.  What do you want, a diagram?",Frustration
Ses02F_script01_1,F032,252.91,261.31,"I don't want a diagram.  Umm-- He thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.",Frustration
Ses02F_script01_1,F033,261.33,264.88,"I mean, what's gonna happypen to your father?  Do you know?  I don't.",Frustration
Ses02F_script01_1,M032,263.87,265.82,"All right.  All right, then, Mom.",Frustration
Ses02F_script01_1,F034,265.58,268.27,I just--give it some more thought.,Frustration
Ses02F_script01_1,M033,268.0638,277.8066,I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happypy.,Frustration
Ses02F_script01_1,M034,277.84,281.74,"But if I can't--if that can't happypen here, then I'll have to get out.",xxx
Ses02F_script01_1,F035,281.74,283.66,What the hell is this?,surprise
Ses02F_script01_1,M035,283.7607,289.8709,I'll get out.  I'll get married and go live some place else.  Maybe New York.,xxx
Ses02F_script01_1,F036,289.08,290.77,Are you crazy?,anger
Ses02F_script01_1,M036,290.27,293.54,I've been a good son too long.  A good sucker.  I'm through with it.,anger
Ses02F_script01_1,F037,293.36,295.88,What about the business?  What the hell is this?,anger
Ses02F_script01_1,M037,295.54,298.99,The business?  The business doesn't inspire me.,anger
Ses02F_script01_1,F038,298.41,300.58,Must you be inspired?,anger
Ses02F_script01_1,M038,299.37,306.84,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",anger
Ses02F_script01_1,M039,306.89,316.39,"I want a family.  I want kids.  I want something that I can give myself to.  Annie's in the middle of that.  Now, where do I find it?",xxx
Ses02F_script01_1,F039,316.25,319.83,"Tell me, you'd leave the business?",xxx
Ses02F_script01_1,M040,319.97,322.48,"Yes, on this I would.",neutral
Ses02F_script01_1,F040,322.49,325.8319,"Well, you don't want to think like that.",anger
Ses02F_script01_1,M041,325.58,328.52,Then help me stay here.,xxx
Ses02F_script01_1,F041,326.7,336.4,"All right, but just don't go thinkin' like that 'cause otherwise what did we work for?  I mean, the whole thing is for you, Chris.  The whole shootin' match is for you.",xxx
Ses02F_script01_1,M042,335.16,338.97,"I know.  I know, Mom.  Just help me stay here.",Frustration
Ses02F_script01_1,F042,339.26,343.76,"All right.  Just-- just don't go thinkin' that way, you hear me?",Frustration
Ses02F_script01_1,M043,343.35,345.67,I am thinkin' that way.,neutral
Ses02F_script01_1,F043,346.56,349.87,"I don't understand you, do I?",Frustration
Ses02F_script01_1,M044,350.05,353.43,"No, you don't.  I'm a pretty tough guy.",neutral
Ses02F_script01_1,F044,353.52,356.2,I can see that.,sad
Ses02F_impro03,F000,4.7324,8.78,"Oh my God.  Guess what, guess what, guess what, guess what, guess what, guess what?",excited
Ses02F_impro03,M000,6.2177,8.7208,What?,xxx
Ses02F_impro03,F001,8.81,10.93,"Well, guess.  Guess, guess, guess, guess.",excited
Ses02F_impro03,M001,10.86,14.2922,"Um, you--",neutral
Ses02F_impro03,F002,14.08,16.13,Don't look at my left hand.,xxx
Ses02F_impro03,M002,16.74,20.1143,No.  Let me see.   F: [LAUGHTER],surprise
Ses02F_impro03,M003,20.6584,23.29,"Oh, no way.",xxx
Ses02F_impro03,F003,22.66,28.0319,"He proposed.  He proposed.  Well, and I said yes, of course. [LAUGHTER]",xxx
Ses02F_impro03,M004,25.72,31.42,That is great.  You look radiant.  I should've guess.,happy
Ses02F_impro03,F004,30.65,32.65,I'm so excitedited.,excited
Ses02F_impro03,M005,31.91,34.5281,"Well, Tell me about him.  What happypened.",excited
Ses02F_impro03,F005,34.5699,38.8951,"Remember how we had that date?  And I was like, oh yeah, this is a date, whatever.  M: Uh huh. Yeah.",xxx
Ses02F_impro03,F006,39.0078,52.92,"So after we sort of went out dinner and I was already like tired.  I wasn't all that excitedited and and so he's like let's go down to the beach and I was like no I don't want to the beach, like I'm tired. And he's like no, no we have to go.  And I was like okay, like that's a little weird.    M: Oh, the beach.",xxx
Ses02F_impro03,F007,52.93,61.8184,"So, he--so we walked down to the pier and there's like these lights--like these little, like lights-- and we're like what's that? And he's like I don't know let's go find out.   M: Lights?",xxx
Ses02F_impro03,F008,61.83,69.86,So we walked down there and there's-[LAUGHTER]-And there's- this huge like ten foot heart in candles on the beach--   M: To the--,xxx
Ses02F_impro03,M006,69.65,71.33,What?,surprise
Ses02F_impro03,F009,69.91,81.9971,"like all they have And I was like, what's going on?  And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out.   M: Wow. No.  M: No way.",excited
Ses02F_impro03,M007,81.7153,85.53,That--that is the most romantic thing I have ever heard.,surprise
Ses02F_impro03,F010,83.93,91.61,"I know.  I was like, how did he get--like he must have called someone or had them set--like, I have no idea.",xxx
Ses02F_impro03,M008,90.55,97.0405,"Wow.  Yeah, 'cause yeah I don't know I'm surprisee if he--oh yeah he definitely had--would have had to have someone else--",xxx
Ses02F_impro03,F011,95.45,99.6572,'Cause- 'Cause he was with me. You didn't do it did you?,excited
Ses02F_impro03,M009,97.27,102.0738,"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",happy
Ses02F_impro03,F012,101.5291,102.95,You didn't know anything?,excited
Ses02F_impro03,M010,102.8845,106.06,"No. I'm just as happypy as you are.  This is--   F: Oh, my God.",happy
Ses02F_impro03,F013,105.135,111.47,"I was just--it was so like I thought this might happypen eventually, but like not yet, you know what I mean?  Like--",excited
Ses02F_impro03,M011,110.84,114.19,"So, I mean--it's good though.",happy
Ses02F_impro03,F014,112.7,117.27,"It is good.  It's totally good.  I mean, it like oh, you know.   F: It makes me all jittery inside.",excited
Ses02F_impro03,M012,116.73,121.8195,"Yeah, I know.  Wow.  I'm shaking.  I can't even--",excited
Ses02F_impro03,F015,121.0516,127.2609,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out   M: Okay. Okay. Yeah.,happy
Ses02F_impro03,F016,127.3236,133.2123,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--",happy
Ses02F_impro03,M013,130.9859,137.0738,"Oh. Do they--do they know yet? Have you told them? Oh, that's--",neutral
Ses02F_impro03,F017,133.6443,140.07,"Yeah, yeah, I called them. I called them And, of course, they were so excitedited 'cause they love him. Like they always have.  Um--",happy
Ses02F_impro03,M014,139.87,141.31,That's great.  Yeah.,neutral
Ses02F_impro03,F018,141.21,148.237,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--",happy
Ses02F_impro03,M015,145.5923,149.6643,Okay. You know--you know where?  Or--,neutral
Ses02F_impro03,F019,149.08,156.2108,"I don't know.  I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,",happy
Ses02F_impro03,M016,153.6844,156.4834,"Uh, huh. I mean, you know, it's spring--It'll be--",neutral
Ses02F_impro03,F020,156.23,164.7969,"But It's sort of hard 'cause the weather is so unpredictable and then if it's like cold that day.  Or if it's too hot, you know, it's like--but um--",xxx
Ses02F_impro03,M017,164.59,166.04,Spring's nice though.,neutral
Ses02F_impro03,F021,165.4402,176.5255,"Yeah, I don't know-[LAUGHTER]-I mean--I can't even--the whole idea of like living--spending my whole life with somebody--that's crazy  M: Wow, that'll--",excited
Ses02F_impro03,M018,175.73,179.59,"Yeah, that is--how long you guys been together now?",neutral
Ses02F_impro03,F022,178.79,180.87,Two and a half years. [LAUGHTER],xxx
Ses02F_impro03,M019,179.88,188.4736,"Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happypy for you. [LAUGHTER]  F: Still, still, I mean, yeah.",happy
Ses02F_impro03,F023,187.29,190.02,Thank you. Thank you so much.,happy
Ses02F_impro03,M020,189.38,195.65,"Yeah, I'd love to be in that same situation some day, but, wow- so-   F: Thank you.",happy
Ses02F_impro03,F024,195.46,201.9,"Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great.   M: It seems like--Oh, I don't know--You guys--",excited
Ses02F_impro03,M021,201.04,207.0585,You guys are awesome together.  It's definitely a--definitely a good couple.  I can see it. I should've guessed--  F: Thanks.,xxx
Ses02F_impro03,F025,205.46,207.6783,You approve?  You approve?,xxx
